TS_Pcode,RHC_Code,SRHC_Code,Village_Pcode,Village,Village_Mya,HardToReach16,HardToReach17,HardToReach18,HardToReach19
"MMR014004","1","1","201283","Hpa Yar Hpyu","ဖုရားျဖဴ",false,false,false,false
"MMR014004","1","1","201290","Nawng Wet Hpar","ေနာင္၀က္ဖါ",false,false,false,false
"MMR014004","1","1","201291","Pong Law","ပုံးေလာ",false,false,false,false
"MMR014004","1","1","201292","Taung Tee","ေတာင္းတီ",false,false,false,false
"MMR014004","1","1","201293","Nawng Hsan Bat","ေနာင္ဆံဘတ္",false,false,false,false
"MMR014004","1","1","201294","Hko Waing","ခို၀ိုင္း",false,false,false,false
"MMR014004","1","1","201321","Long Taing","လံုးတိုင္",false,false,false,false
"MMR014004","1","1","600001","Kant Tan","ကန္႕တန္",false,false,false,false
"MMR014004","1","1","600002","Kant Tan Thit","ကန္႕တန္သစ္",false,false,false,false
"MMR014004","1","1","600003","Zawti Ka","ေဇာတိက",false,false,false,false
"MMR014004","1","1","600004","Nyaung Pyin Thar","ေညာင္ပင္သာ",false,false,false,false
"MMR014004","1","1","600005","Ta Tar Oo","တံတားဦး",false,false,false,false
"MMR014004","1","1","600006","Thiri","သီရိ",false,false,false,false
